gene_id	gene_name	JH-2-009-HH11A-C47BD	JH-2-055-FC9GH-CG8EA	JH-2-079-CB92G-FG226	WU.487_pt	WU.536_pt	WU.561_pt	mn2_pt	mn3_pt
ENSG00000107223.13	EDF1	1645	714.001	995	1691	561	1395	980	929
ENSG00000107242.20	PIP5K1B	56	10	140	40	9	31	5	2
ENSG00000107249.24	GLIS3	254.999	648	731	16.999	223	164	332.001	18
ENSG00000107262.26	BAG1	791	284	312.999	205	264.001	369.001	349.999	267.999
ENSG00000107263.19	RAPGEF1	1561.999	1659	1106.999	627	1105.001	909	1060	459
ENSG00000107281.10	NPDC1	807.999	600.999	432	843	453	636	122	532
ENSG00000107282.8	APBA1	566	95	207	188	347	195	188	20
ENSG00000107290.14	SETX	5980.001	3635	3255.001	3575.001	3467	4276.001	2877	2601
ENSG00000107295.10	SH3GL2	1	6	17	15	7	20	2	0
ENSG00000107317.13	PTGDS	2218	112.999	63	27	715.999	15	7	2
ENSG00000107331.18	ABCA2	2830.998	1297	658	175	1029	696	329.999	350
ENSG00000107338.10	SHB	227.78	278	270	42	74.275	320.123	655	87
ENSG00000107341.5	UBE2R2	814	649	1093	525	428	697	961	489
ENSG00000107362.14	ABHD17B	310	239	274	56	128	252	170	180
ENSG00000107371.14	EXOSC3	258.888	194.999	265.001	163	186.979	349.953	347	375
ENSG00000107372.13	ZFAND5	3043.645	1367.888	1741.579	1277.585	2427.885	1573.508	1624.757	774.833
ENSG00000107404.21	DVL1	1014	437	214	298	448	294	555	146
ENSG00000107438.9	PDLIM1	753.001	470	146	69	271	181	324.001	189
ENSG00000107443.16	CCNJ	176	100	89	74	92	85	124	113
ENSG00000107447.8	DNTT	0	1	0	0	0	0	0	0
ENSG00000107485.18	GATA3	6	83	19	1	16	13	8	54
ENSG00000107518.18	ATRNL1	17	79	84.001	151	42.001	56.001	10	21
ENSG00000107521.20	HPS1	843.999	457	139.001	119	329.001	176.001	358	301.999
ENSG00000107537.14	PHYH	217	91.999	132	57	83	104	350	51
ENSG00000107551.21	RASSF4	1804	674.001	77.001	180.999	1468.001	178	583	130
ENSG00000107554.17	DNMBP	587	595.001	394	275	431.999	246	568	209.999
ENSG00000107560.12	RAB11FIP2	766	437	460.001	333	462	421.999	537	435
ENSG00000107562.17	CXCL12	6266	2746	513	294.999	2016	296	1827.001	462
ENSG00000107566.14	ERLIN1	566	295	329.999	247	255	274	704.001	559.999
ENSG00000107581.13	EIF3A	5250.999	2992	1472	1598	2168	1745	4063	3381.001
ENSG00000107593.17	PKD2L1	3	1	0	1	4	1	2	2
ENSG00000107611.16	CUBN	329.999	218	143	130	312	137	119	76.999
ENSG00000107614.22	TRDMT1	119	281	149	106	279.001	131.999	161.999	279.999
ENSG00000107625.14	DDX50	982.927	347.358	414.001	352.884	429.734	362.576	847.68	702.984
ENSG00000107643.17	MAPK8	647	471	344.999	241	424.001	422	253.001	214.999
ENSG00000107651.14	SEC23IP	804	643	614.001	356	486	544	957	1849.999
ENSG00000107669.19	ATE1	827.999	522.001	391.998	398	608.001	319.001	715.999	574.003
ENSG00000107672.15	NSMCE4A	334	192.999	136	184	231	183	333	258
ENSG00000107679.15	PLEKHA1	1184.999	658	517.999	409	775	481	379.999	605
ENSG00000107719.9	PALD1	1057	251	215	87	1082	197	137	243
ENSG00000107731.12	UNC5B	348	963	916	125	364	1348	833	381
ENSG00000107736.22	CDH23	123	202	111.001	34	206.001	254	11	28
ENSG00000107738.20	VSIR	2027	738.001	299.001	213.999	1308	205	374	19
ENSG00000107742.14	SPOCK2	388	352	92.001	62	534.999	48	80	56
ENSG00000107745.20	MICU1	848	388.999	354	237	374	327.001	603	381
ENSG00000107758.16	PPP3CB	807	698.001	448	298	666.001	433	766.999	807
ENSG00000107771.17	CCSER2	1269	1101.999	592.999	313.999	1052.001	587	718.001	1245.001
ENSG00000107779.14	BMPR1A	1222.918	437.999	900.836	888	687.839	818	578.999	574
ENSG00000107789.16	MINPP1	279	146	215.001	105	98.001	164	244	293
ENSG00000107796.13	ACTA2	3509.857	1922.129	220.549	348.359	896.911	552.073	1092.154	277.36
ENSG00000107798.18	LIPA	3268.001	597	728	386	1132	584	1349	309
ENSG00000107807.13	TLX1	0	3	14	25	0	15	1	0
ENSG00000107815.10	TWNK	150	72	96	32	60	78.999	98	280
ENSG00000107816.17	LZTS2	1154	568	544.001	290	521.001	804	757	360
ENSG00000107819.14	SFXN3	1040.001	702.999	504.999	255.001	397	336.999	874	148
ENSG00000107821.15	KAZALD1	51	48	498	53	46	1633.001	243.999	65
ENSG00000107829.15	FBXW4	526	364.999	280.001	98	263	207.999	185	220.001
ENSG00000107831.14	FGF8	0	0	4	0	0	5	0	1
ENSG00000107833.10	NPM3	132	61	138	45	52	137	211	279
ENSG00000107854.6	TNKS2	1762	989	1228	662	1078	660	1000	1227
ENSG00000107859.10	PITX3	1	0	5	0	0	1	0	0
ENSG00000107862.7	GBF1	1329.999	1947.001	889	743	1102.002	941.999	1340.999	847.001
ENSG00000107863.20	ARHGAP21	3161.575	1673.777	603.979	1374.784	2725.538	1499.532	2472.21	1303.898
ENSG00000107864.15	CPEB3	144.999	112	36	65	155.999	84	33	56
ENSG00000107872.14	FBXL15	114	62	49	15	52	63	79	27
ENSG00000107874.11	CUEDC2	471.999	197	141	101	187.001	176	389.999	369
ENSG00000107882.12	SUFU	212	342	235	82	224.999	126.001	141	123
ENSG00000107890.17	ANKRD26	304	416.001	188.999	266	367.999	407	294.998	638.002
ENSG00000107897.20	ACBD5	734	347.999	228	288.998	453.001	251.002	444.001	182
ENSG00000107902.14	LHPP	126	63.999	22	13	68	18	26	25
ENSG00000107929.16	LARP4B	868.001	1160	626	325	897	527.001	958	1510.001
ENSG00000107937.19	GTPBP4	573	483.999	378.001	221.001	299.001	353.001	605.999	864
ENSG00000107938.18	EDRF1	366.999	380	215	173	287.001	313	291.999	602
ENSG00000107949.17	BCCIP	470	253	198.001	173.001	227.001	345.999	440	671
ENSG00000107951.15	MTPAP	557.001	322.999	287	219	333.001	292.999	306.999	535
ENSG00000107954.11	NEURL1	54	11	15	3	21	9	106	106
ENSG00000107957.17	SH3PXD2A	11667	3734.999	2090	853	5691.998	1780	1658.001	1417
ENSG00000107959.17	PITRM1	749.001	1077.999	281	346	650	664	1233.001	1029
ENSG00000107960.11	STN 1.00	310	258.11	165	76	204.349	182	490.896	88.001
ENSG00000107968.10	MAP3K8	699	406.999	27.999	134	726	27	303.998	25
ENSG00000107984.10	DKK 1.00	82	196.999	106	21	13	76	149.001	0
ENSG00000108001.16	EBF3	335	215.999	839	99	205	1015	189.999	66
ENSG00000108010.12	GLRX3	483	297	241	125.001	224.999	260	726	367
ENSG00000108018.16	SORCS1	1105	705	329	19.999	1243.999	30	1	7
ENSG00000108021.21	TASOR2	1666.999	1635.001	1374	1139	1347.999	1470	1561	1861
ENSG00000108039.18	XPNPEP1	942.002	649.002	415	258	537.001	546.002	830	1362
ENSG00000108055.11	SMC3	1155	847.852	509.001	626.977	701	727.927	1395.724	1134.999
ENSG00000108061.13	SHOC2	1263.001	907.999	357	419.001	772	412	1096	546.001
ENSG00000108064.11	TFAM	618	267	360.999	169	304.001	306	544.001	629
ENSG00000108091.11	CCDC6	729.001	550	533	211	464.999	295	797.001	807
ENSG00000108094.17	CUL2	515.002	431.999	284	232	338	293.999	707.001	543.999
ENSG00000108100.18	CCNY	1273.001	606	539.999	283	640	680.001	908	873
ENSG00000108106.14	UBE2S	287.781	304	331	363	115.817	313.999	389	242
ENSG00000108107.15	RPL28	2224	1224	2357.999	1222.999	920.001	774.001	1376.999	3605
ENSG00000108175.19	ZMIZ1	1136	2161	952	492.001	728	464	480	301
ENSG00000108176.15	DNAJC12	38.001	22	50	66.999	26	31	3	1
ENSG00000108179.14	PPIF	299	448	281	121	180	159	695	404
ENSG00000108187.16	PBLD	94	43	16	7	60	19	35	32.999
ENSG00000108219.15	TSPAN14	1620.001	1183.001	320	337	824	358	908	886
ENSG00000108231.14	LGI1	131.001	23	35.001	9	587.999	4	0	0
ENSG00000108239.9	TBC1D12	748	292	251	191	694	280	330	196
ENSG00000108242.13	CYP2C18	0	0	0	1	1	5	5.467	1
ENSG00000108244.17	KRT23	8	1	12	0	3	0	2	0
ENSG00000108255.8	CRYBA1	0	0	0	0	0	0	1	0
ENSG00000108256.9	NUFIP2	3606	2433	4046	2805	2440	1965	2258	3657
ENSG00000108262.16	GIT1	887.999	461	437.001	347	436	214	287.001	341.001
ENSG00000108298.12	RPL19	10559.998	3235	8212.999	7800.999	3844.994	6658.992	7410	14543
ENSG00000108306.13	FBXL20	696	603.999	681	696	683.001	555	343.999	558.999
ENSG00000108309.14	RUNDC3A	10.999	8	7	10	37.001	3	6	13
ENSG00000108312.15	UBTF	1870.001	970.001	1862.999	1004.999	953	1512.999	496.001	1203
ENSG00000108342.13	CSF3	1	267	0	0	1	0	33	1
ENSG00000108344.15	PSMD3	1124	633.001	1171	1029	499	1118	602	564
ENSG00000108349.17	CASC3	1799	1049	1082.001	1221.999	909.998	1240	605.001	790.002
ENSG00000108352.13	RAPGEFL1	62.001	66.999	82.001	25	61.001	181	19	75.999
ENSG00000108370.17	RGS9	42	23.001	104	53	51	78	40	36
ENSG00000108375.13	RNF43	7.403	33	111	0	9.608	14	0	0
ENSG00000108379.10	WNT3	32	17	133	94	12	173	11	14
ENSG00000108381.11	ASPA	552	239	3	118.999	578	161.001	10	2
ENSG00000108384.15	RAD51C	180	149	158.001	163	105.001	194.999	87	243.002
ENSG00000108387.16	SEPTIN4	233.001	107.999	61.999	55	139.001	292.999	25	80.999
ENSG00000108389.10	MTMR4	1416	588.001	752.001	824	692	1231.001	608	935.999
ENSG00000108395.14	TRIM37	499.999	383	270.001	652	331	463.001	357.999	351
ENSG00000108405.4	P2RX1	52	92	22	4	35	13	7	0
ENSG00000108406.10	DHX40	906.08	446.676	1124.599	907.154	500.899	814.674	508.756	752.712
ENSG00000108417.4	KRT37	0	0	0	0	0	0	0	0
ENSG00000108423.15	TUBD1	102	89.382	113.999	99	62	96	36.999	99
ENSG00000108424.11	KPNB1	3601.999	2589.001	3306.999	2543	1819.001	3703.999	3265.999	4340.998
ENSG00000108433.17	GOSR2	1053.999	918.001	1623	1273.999	756.002	1535.002	674.998	819.001
ENSG00000108439.11	PNPO	476	328.001	284	96	308.999	307	335.999	421.999
ENSG00000108442.2	TVP23BP2	0	0	0	0	0	0	0	0
ENSG00000108443.14	RPS6KB1	779.999	650.001	661.999	956	453.028	849	439.849	678.999
ENSG00000108448.23	TRIM16L	76.534	31.114	70.358	50.408	38.699	87.43	41.778	91.251
ENSG00000108452.1	ZNF29P	0	0	0	0	0	0	0	0
ENSG00000108465.15	CDK5RAP3	1035	1513.999	622	1267	862.001	1688	597	834
ENSG00000108468.15	CBX1	931	407.001	1341	1728	470	1871	499	974
ENSG00000108469.15	RECQL5	345	391.001	312	193.999	245.001	231	147	285
ENSG00000108474.17	PIGL	98.999	157.999	84	86.999	138.002	196	89.001	163
ENSG00000108479.13	GALK1	333	166	226	69	116.001	113.001	225.999	215
ENSG00000108506.13	INTS2	550	372.999	558	454.999	350	521	309	652.999
ENSG00000108509.21	CAMTA2	365	482	56	114	223.999	193	108.001	158.001
ENSG00000108510.10	MED13	2846	2512.001	3946	3121	2176.001	3260	1402	2143
ENSG00000108511.10	HOXB6	44	28.066	27.649	91.325	15	77.362	93	1
ENSG00000108515.18	ENO3	27.001	29	155.001	24	33.001	71.999	35.999	117.001
ENSG00000108516.5	ENSG00000108516	0	0	0	0	0	0	0	0
ENSG00000108518.8	PFN1	3963.999	2616	1134.998	828	1421	2342.999	3139	3787
ENSG00000108523.16	RNF167	490.001	305.001	247.002	257	229	516.001	231.001	321
ENSG00000108528.14	SLC25A11	690	250	281	157	230.999	412	295	418
ENSG00000108551.5	RASD1	32	389	28	226	85	17	95	7
ENSG00000108556.10	CHRNE	31	29.999	15.001	19.999	57	37	23	52
ENSG00000108557.20	RAI1	655	667	357.999	260	355	649	188	453
ENSG00000108559.12	NUP88	383	261	276.001	229.001	303	493.999	378	604.001
ENSG00000108561.8	C1QBP	716	313.999	376	439.001	255.001	659	691.999	1160.998
ENSG00000108576.10	SLC6A4	1	2	56	5	0	2	2	0
ENSG00000108578.15	BLMH	466	268	702	715	247	277.001	248	425.001
ENSG00000108582.12	CPD	3326	3352.001	3511	1496.999	1744	954.999	2404.001	596
ENSG00000108587.16	GOSR1	829	572.001	1002.999	652.001	420	466.986	336.999	665
ENSG00000108588.15	CCDC47	1719	1098	1001	981	868.999	595.999	1094	1386
ENSG00000108590.11	MED31	79	47	50	57.999	38	76	51.001	72
ENSG00000108591.10	DRG2	461	321.999	215.001	277.999	270.999	521.001	283.001	415
ENSG00000108592.17	FTSJ3	819.999	494.001	470	298.001	285	338.999	533	767
ENSG00000108599.15	AKAP10	813.001	499.999	304.999	440	529	646.001	477	489.001
ENSG00000108602.18	ALDH3A1	6	5	130	0	1	1	1	5
ENSG00000108604.17	SMARCD2	1336	589.999	738.999	418	506.999	326.999	424	394.999
ENSG00000108622.11	ICAM2	520.999	193.999	226.001	154	90.001	153	130	175.001
ENSG00000108639.8	SYNGR2	868	361	209.001	152	425	147	259.999	189.999
ENSG00000108641.20	B9D1	139.999	67	31.999	93.999	73.999	96	52	37.002
ENSG00000108651.10	UTP6	553.001	180.999	541.001	598	349	314.999	472.001	653
ENSG00000108654.16	DDX5	11568.998	17714.999	4744.999	11358.001	10463.997	8143	5421.001	5651.999
ENSG00000108666.10	C17orf75	167	87	252.999	180	108.001	124.001	116.998	303.999
ENSG00000108669.17	CYTH1	1643.999	1489.001	431.999	448.999	777.001	588	646.001	400.999
ENSG00000108671.11	PSMD11	766.999	720	908	945.001	401	424	590	481.001
ENSG00000108679.13	LGALS3BP	5789.002	3681.999	2186	1102	3077.999	990	2598	88
ENSG00000108684.15	ASIC2	3	0	84	9	2	82	1	2
ENSG00000108688.11	CCL7	0	46	1	0	0	4	11	0
ENSG00000108691.10	CCL2	2012	1264	334	859	808	64	158	43
ENSG00000108700.5	CCL8	138	68	6	11	19	3	43	1
ENSG00000108702.4	CCL1	0	2	0	0	0	0	0	0
ENSG00000108733.11	PEX12	152	38	165	104	82	90	45	96
ENSG00000108759.4	KRT32	0	0	2	0	0	0	0	0
ENSG00000108771.13	DHX58	299	264.001	134	200	301.999	134.999	93.999	35.999
ENSG00000108773.11	KAT2A	469.001	648	290	707.999	510	850.001	271	614
ENSG00000108774.15	RAB5C	1642.001	695	795	670	647.999	745	815.001	405
ENSG00000108784.10	NAGLU	714.001	257	455.267	230	235.001	561.001	288	136
ENSG00000108785.7	HSD17B1P1	1	2.106	5	1	0	4	0	0
ENSG00000108786.11	HSD17B1	12	25.894	44.001	6	7	47	3	15
ENSG00000108788.12	MLX	626	315.999	330	390	286	438.999	447.998	457.999
ENSG00000108797.12	CNTNAP1	548	247	440	408	190	524	252.999	560
ENSG00000108798.9	ABI3	514	164	19	33	262	53	50	32
ENSG00000108799.13	EZH1	1225	680.999	420	788.998	873.998	430.999	527.001	406
ENSG00000108813.11	DLX4	1	12	115.999	2	1	48	0	0
ENSG00000108819.11	PPP1R9B	1722	1118.542	841	735	810	1317	479	587
ENSG00000108821.14	COL1A1	43444.998	95236	152034.001	34408	15355	53267.999	4632.001	2764
ENSG00000108823.17	SGCA	21	1	121	1	1	66	5	10
ENSG00000108825.18	PTGES3L-AARSD1	11.336	4.348	0	3.405	1.647	2.073	0	3.3
ENSG00000108826.16	MRPL27	385.999	224	346	379.001	171	353	195	336.999
ENSG00000108828.16	VAT1	2327.999	892.999	1224.001	796	809.001	827	1598	532.001
ENSG00000108829.10	LRRC59	1521	912	1500	1495	577	1794	1619	2104
ENSG00000108830.10	RND2	89	28	78	74	43	49	3	27
ENSG00000108839.12	ALOX12	0	0	0	0	0	0	0	4
ENSG00000108840.16	HDAC5	1202	439.999	1049.999	534.001	534.999	752.999	347	1271.999
ENSG00000108846.16	ABCC3	50	359	191.998	17	75.999	57	95	6
ENSG00000108848.16	LUC7L3	954.999	1720.002	973	2409.166	1667	2481	834.001	2143
ENSG00000108849.8	PPY	0	0	1	0	0	0	9	0
ENSG00000108852.16	MPP2	70	73	322.001	89	30.999	153.999	23.999	33.999
ENSG00000108854.16	SMURF2	1065	903.001	699	627	619	917	936	341
ENSG00000108861.9	DUSP3	1973	656.999	618.999	399.999	651	573	860	215
ENSG00000108878.5	CACNG1	0	0	20	0	0	0	0	0
ENSG00000108883.13	EFTUD2	1074.001	976	1639.002	1290.999	564.999	1170.002	892	1179.999
ENSG00000108924.14	HLF	646	55	817.001	217.001	153	149	6	50
ENSG00000108932.13	SLC16A6	54	100	17	20	28	7	122	36
ENSG00000108946.16	PRKAR1A	8164.001	3674.001	4865.001	4407	4139.032	4360.999	3442.999	2575.999
ENSG00000108947.5	EFNB3	102	32	143	89	50	285	10	125
ENSG00000108950.12	FAM20A	1108.999	2412	232	74	379	760	1106	98
ENSG00000108953.17	YWHAE	3531	1415.001	1268.999	1110.001	1481.001	2195	2097.001	2208
ENSG00000108958.4	ENSG00000108958	0	0	1	0	0	0	0	1.01
ENSG00000108960.9	MMD	427.999	235	208	158	222	347.999	453	191
ENSG00000108961.14	RANGRF	200	85.001	54	50	75.001	124.999	79	75
ENSG00000108963.19	DPH1	433.404	257.681	205.568	226.016	219.174	394.614	225.828	300.712
ENSG00000108984.15	MAP2K6	258.999	150	999.999	519	332.999	558	89	654.999
ENSG00000109016.18	DHRS7B	250.001	110.001	107	64	132	160	51	127
ENSG00000109046.15	WSB1	2731.999	3682.999	1471.001	2690	2973	3373.001	2286.001	1942.001
ENSG00000109047.8	RCVRN	27	1	1	4	1	3	1	1
ENSG00000109061.10	MYH1	0	2.023	0	0	2	126.832	0	0
ENSG00000109062.12	SLC9A3R1	380	427	201	59	167	31	126	81
ENSG00000109063.15	MYH3	34	70.977	1130.995	44	37	57	20	30
ENSG00000109065.12	NAT9	351	409	228	391.998	220	273	332.001	370
ENSG00000109066.14	TMEM104	325	257.001	179	135	136	111	94	92
ENSG00000109072.14	VTN	7	23	0	3	8	2	1	3
ENSG00000109079.10	TNFAIP1	1080	509	531	470	429	445	405	352
ENSG00000109083.14	IFT20	275.001	186.001	173	309	178.001	336	169.001	139.999
ENSG00000109084.14	TMEM97	233	85	606.999	262	93.001	390	530.999	493.001
ENSG00000109089.7	CDR2L	253	237	46	115	128	86	234	71
ENSG00000109099.16	PMP22	6176.002	1484.999	1252.999	1242.001	2970.001	827.999	1138.998	431.001
ENSG00000109101.8	FOXN1	0	0	1	0	0	0	0	1
ENSG00000109103.12	UNC119	278.999	180	251	267	175.001	208	195.001	220
ENSG00000109107.14	ALDOC	229	80.999	37	2	110	38	117	289
ENSG00000109111.15	SUPT6H	2076.998	1730.001	1866.001	1895	1173	797.001	920	1270
ENSG00000109113.20	RAB34	1729.998	572	1893	762	639.001	749	745.999	397
ENSG00000109118.14	PHF12	478.999	643.001	514.001	368.001	488.001	288	311	280.001
ENSG00000109132.7	PHOX2B	1	0	6	1	16	2	0	0
ENSG00000109133.13	TMEM33	1354.001	675	745	1077.001	833.001	1163	989	1220.999
ENSG00000109158.11	GABRA4	1	0	0	0	1	7	0	0
ENSG00000109163.7	GNRHR	0	0	4	0	0	4	0	1
ENSG00000109171.15	SLAIN2	1057	523.999	410	691	636.999	696	769	479
ENSG00000109180.15	OCIAD1	1213.002	620	1167	804	637.002	1087.999	835	1289.998
ENSG00000109181.12	UGT2B10	0	0	0	0	0	0	0	0
ENSG00000109182.12	CWH43	0	0	7	0	0	1	0	0
ENSG00000109184.15	DCUN1D4	515.999	341.999	448	262.999	324	572	432	633
ENSG00000109189.13	USP46	990	352	1056.999	789	490	806.999	440.001	791
ENSG00000109193.12	SULT1E1	1	6	240.36	14	0	80	17	321.992
ENSG00000109205.17	ODAM	0	22	0	0	0	0	1	0
ENSG00000109208.5	SMR3A	0	0	0	0	0	1	0	0
ENSG00000109220.11	CHIC2	244	152	188	384	133.999	129	271	80
ENSG00000109255.11	NMU	0	0	78.001	25	3	87.999	0	1
ENSG00000109265.15	CRACD	96	180	245	477.001	88	424.999	28	122.001
ENSG00000109270.13	LAMTOR3	675	192	285	247	247	477	281	378
ENSG00000109272.4	PF4V1	0	1	0	0	1	0	4	0
ENSG00000109320.13	NFKB1	1332.001	530.999	305	265	549.002	412	442.999	294
ENSG00000109321.11	AREG	12	90	12	113	24	3	58	0
ENSG00000109323.11	MANBA	1110	442.948	128.611	405.234	572.014	527.408	696.472	251.944
ENSG00000109332.20	UBE2D3	4234.678	2263.001	1426.999	1277.998	2350	2645.001	2562	3189.999
ENSG00000109339.24	MAPK10	375	463	1472.004	377.035	475	1222.999	315.004	16
ENSG00000109381.21	ELF2	1016	581.001	582	572.999	683.999	692	523.999	861.002
ENSG00000109390.13	NDUFC1	434.267	115.106	152.999	186	166	181	166	303.275
ENSG00000109424.4	UCP1	0	0	0	0	0	0	0	0
ENSG00000109436.8	TBC1D9	1327	495.279	639	548	917	821	591	243
ENSG00000109445.11	ZNF330	670	204	137	223	211	245.001	305	223
ENSG00000109452.13	INPP4B	533	239	1162	215.002	295	626.002	201	70
ENSG00000109458.9	GAB1	1865	512	1002.001	531	1609.999	553	205	521.001
ENSG00000109466.14	KLHL2	510.578	295.306	220	181.899	198.768	151.235	178	11.295
ENSG00000109471.5	IL2	0	0	0	0	0	0	1	1
ENSG00000109472.14	CPE	1151	771	8527	1405	617	5325	147	39
ENSG00000109475.17	RPL34	3990.995	924.999	1536	1204	1330	2702	2246	6247.996
ENSG00000109501.15	WFS1	655.001	279	189	142	328	301.999	200.999	101
ENSG00000109511.12	ANXA10	0	1	0	0	0	0	0	0
ENSG00000109519.13	GRPEL1	405.999	150	124	211	139	263	358.999	321
ENSG00000109534.17	GAR1	92	63	33	41	33	63	59	89
ENSG00000109536.12	FRG1	373.766	104.679	160.095	116.305	126.863	165.272	168.963	223.962
ENSG00000109572.15	CLCN3	2523	832.002	1105.986	1748.989	1396	951.999	909.001	838
ENSG00000109576.14	AADAT	75	87	71.001	126	81	85	14	35
ENSG00000109586.12	GALNT7	306.001	243.999	276	297.001	252	283	341	355
ENSG00000109606.13	DHX15	2231.999	1625	1280	1850.999	1335.001	2235	1996.999	3708
ENSG00000109610.6	SOD3	626	330	199	15	134	220	91	38
ENSG00000109618.13	SEPSECS	394.001	224.999	184.001	305	283.999	249	220.999	296
ENSG00000109625.19	CPZ	94	180.489	84.072	2	76.656	210.213	45.635	345.327
ENSG00000109654.16	TRIM2	1403.154	539.478	2573.17	1022.452	600.823	1422.251	703.999	3153.483
ENSG00000109667.12	SLC2A9	181.001	115.001	53	15	109	94.001	33	100.999
ENSG00000109670.16	FBXW7	1265	1022.999	832	536.001	707.999	878	386	611.999
ENSG00000109674.4	NEIL3	9	78	234	41	9	142	56	108
ENSG00000109680.11	TBC1D19	189	192	138	206.999	182	223.001	230.001	110.001
ENSG00000109684.16	CLNK	5	13	0	2	11	4	2	19
ENSG00000109685.19	NSD2	844.073	1797.736	1127.22	1263.236	742.002	2128.537	1571.211	1656.335
ENSG00000109686.19	SH3D19	3913.001	764	520	955	1937.001	486.998	532.001	276
ENSG00000109689.19	STIM2	647.999	511	299.001	2042	432	1011.001	187.999	606.001
ENSG00000109705.8	NKX3-2	0	5	25	2	4	55	1	0
ENSG00000109736.15	MFSD10	498.999	428.001	110.999	76	226	294.001	321	426.002
ENSG00000109738.11	GLRB	280.001	28	95	67	90	37	41	4
ENSG00000109743.11	BST1	277	68.999	16	63.999	76	29	66	49
ENSG00000109756.10	RAPGEF2	1966.001	1109.001	1484	1185.001	1647.998	1693.001	626	285.999
ENSG00000109758.9	HGFAC	2	5	2	1	2	33	3	5
ENSG00000109762.17	SNX25	335.001	274.999	348	118.811	242	441	365.001	431
ENSG00000109771.16	LRP2BP	27	28	30	30	35	121.999	15.001	15
ENSG00000109775.11	UFSP2	581.001	136	373.999	176.999	177	212.001	200	172
ENSG00000109787.13	KLF3	1476.001	737	600	1263	797	863	873	196
ENSG00000109790.18	KLHL5	2262	863.001	282	599.999	1103	835	721	190
ENSG00000109794.14	FAM149A	165	35	158.558	93	142.998	155.968	51.647	1
ENSG00000109805.10	NCAPG	41	179	359	263.999	59	599	661.999	572
ENSG00000109814.12	UGDH	1335.999	649	414	661	468	611	1524.001	310
ENSG00000109819.9	PPARGC1A	6	26	89	273.999	1	60	26	19
ENSG00000109832.14	DDX25	6	4	9	0	4	21	10	97.999
ENSG00000109846.9	CRYAB	4492.999	178	409	62	1015.999	296	333	112
ENSG00000109851.7	DBX1	0	0	4	0	0	0	0	3
ENSG00000109854.14	HTATIP2	345	178	65	21	150	60.001	246	9
ENSG00000109861.17	CTSC	5321.001	2285.001	429	1057	2596.002	611.999	4959.001	840.001
ENSG00000109881.17	CCDC34	87	92	69	81	44	66	205	320.001
ENSG00000109906.15	ZBTB16	795	106.999	394.001	263.001	373.001	58	161	511.998
ENSG00000109911.19	ELP4	281.001	312.001	349.998	233.001	297	259	420.002	528.002
ENSG00000109917.11	ZPR1	655.001	373.999	170.001	298	288	348	1030.001	382.001
ENSG00000109919.10	MTCH2	777	296.001	264.999	366	374.999	521.999	832	542
ENSG00000109920.13	FNBP4	1015	1467.001	463.999	785.999	1216.001	1430	1135.998	1389.999
ENSG00000109927.11	TECTA	36.76	46.944	28.99	9.269	39.932	60.077	32.412	262.818
ENSG00000109929.10	SC5D	866.999	310	356	583	418.999	547.001	639.999	340
ENSG00000109943.9	CRTAM	47	73	2	5	30	3	8	1
ENSG00000109944.11	JHY	209	138	27.001	151	232.157	251	58.11	19
ENSG00000109956.13	B3GAT1	134	169	2	22	118	99	2	0
ENSG00000109971.14	HSPA8	13675.293	4912.663	7078.448	10743.685	5952.625	16112.366	18722.333	16208.668
ENSG00000109991.10	P2RX3	1	0	0	2	0	1	2	0
ENSG00000110002.16	VWA5A	261.999	268.001	123	200.999	227	267.999	250.001	209.998
ENSG00000110011.14	DNAJC4	221.412	114.456	89	32	128.414	187.742	163.999	155.96
ENSG00000110013.13	SIAE	311	306	74	48	120	159	697	175
ENSG00000110025.13	SNX15	339.339	145	179	138	114.999	145	136.017	64
ENSG00000110031.13	LPXN	354.001	364.001	50	79	265	47	380	41
ENSG00000110042.8	DTX4	819	175	231	356	464	220	38	51
ENSG00000110046.13	ATG2A	569	466.999	292	169	223	294	308.001	198
ENSG00000110047.18	EHD1	1238.999	1083.001	455	218	480	370.999	459	149
ENSG00000110048.12	OSBP	1293	725	1270	693	628	864	840	703.999
ENSG00000110057.8	UNC93B1	1333	250.985	265	94	391	167.991	357	88.001
ENSG00000110060.9	PUS3	146	71	50	63	50	100	164	152
ENSG00000110063.10	DCPS	609	215	142	121	252	172	335.999	185
ENSG00000110066.15	KMT5B	1123.999	553.001	876	549.998	602	830	433.001	594
ENSG00000110074.12	FOXRED1	222.999	238	169.001	119.999	144.002	396.997	288	205
ENSG00000110075.15	PPP6R3	2204	1402.999	1410.001	1356	1182.001	2283.001	2107.002	1998
ENSG00000110076.20	NRXN2	169.999	554.999	684	79.001	117	429	18	63.999
ENSG00000110077.15	MS4A6A	3570	489.999	116	274	1492	229.001	1163.001	56
ENSG00000110079.19	MS4A4A	1675.999	208.999	48	127	507	123	737.002	20
ENSG00000110080.20	ST3GAL4	1852.998	493	193.002	377.999	736.001	375	711	127
ENSG00000110090.13	CPT1A	1375	1436	274	702	998.001	950	1368.001	323
ENSG00000110092.4	CCND1	26428	3127	2820	2505.999	4188.001	3571	4512	4965
ENSG00000110104.13	CCDC86	163	142	117	49	68	130	496	116
ENSG00000110107.9	PRPF19	924	539	684	258.001	362	582	499	574
